confidence,fluency,engagement,professionalism,emotional_state,calmness,articulation_quality,response_depth,cognitive_complexity,consistency,final_score,Total
0.8156853499388155,0.5820048734133727,0.7619767111041176,0.5531569575378068,0.3640427607625398,0.6871492393180647,0.1330439236938724,0.5740442295545063,0.4393691702593149,0.8881577801295129,0.6084512314310511,84.33154940823
0.7087488740204373,0.8080050622332549,0.4521642057759752,0.7695654191039178,0.2707459857193859,0.718802532906933,0.4530708462325505,0.3227250301113384,0.6456659514081382,0.9496775001061548,0.6246967386953687,84.62131916116
0.6943872779676106,0.7312850582816162,0.4539205477592368,0.5145028387083228,0.3993004048183428,0.563580856271142,0.1046911884803785,0.3075012919815914,0.4960433431068502,0.8983089466304064,0.5429924358729836,98.58436402932
0.6069670598567487,0.7711044194032282,0.314096227144884,0.5321599247250208,0.248694704529032,0.4560436254893947,0.2208903105581252,0.1598025094705503,0.648300127786489,0.9775150270519278,0.4972454090120733,81.10227917912
0.8777291487819701,0.7991380926124789,0.5756650226975571,0.6838969103159147,0.3594126023831638,0.5266274031558897,0.5486595705650814,0.3839895090265917,0.5296980296142011,0.8959348938538051,0.6527074630775288,101.0727591469
0.6292442190114065,0.6072807801875277,0.6129026925912227,0.6448794555431472,0.601819229060013,0.358961097935158,0.8373057431923723,0.41374833359515,0.5347916414893443,0.8648251917369371,0.599008047644856,80.94967600412
0.8161209060443297,0.801395549268547,0.5184168430892875,0.809710965884552,0.5961769740907578,0.5450828271395582,0.4695312511690737,0.3684815365892069,0.5094255641887764,0.9529409157636208,0.6721543724762274,99.46474604355
0.5383613517738999,0.6812869703894431,0.4494755747034457,0.4440023920115276,0.3385473634456571,0.5247430608818162,0.2232596171609384,0.1848598873974102,0.5445798958109078,0.9007969546182952,0.4879445631284652,89.15650865955999
0.5064647520751897,0.727515592916498,0.2505830530714972,0.5164562625464482,0.4503790112476404,0.4381714331148865,0.2716702430086464,0.1124604203627131,0.6694912314996073,0.930200655544483,0.4789689963758011,83.66659119915
0.0,0.0,0.8572606549259553,0.0,0.964170708361622,0.2718189679475451,0.2112036502175829,0.6211520822857959,0.0,0.0,0.2873452824478953,80.71943186305
